run_time_s,timestamp,config,num_users,actual_rpm,avg_response_time_ms,total_cpu,total_mem,Config from FM,Agg,GB1,GB2,Inven1,Inven2,Rev1,Rev2,Recom1,Recom2,Adv
60.0,2025-06-07 13:24:35,1,30,186,7982.23,0.01,2457751552.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
120.3,2025-06-07 13:25:35,1,28,302,5558.31,0.92,2909790208.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
180.5,2025-06-07 13:26:35,1,18,322,4322.16,1.17,2519105536.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
240.7,2025-06-07 13:27:36,1,18,275,3846.96,0.63,2521092096.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
300.8,2025-06-07 13:28:36,1,20,264,3552.39,0.8,2522775552.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
361.0,2025-06-07 13:29:36,1,20,320,3307.67,0.48,2523369472.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
421.2,2025-06-07 13:30:36,1,20,317,3145.39,0.43,2523656192.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
481.3,2025-06-07 13:31:36,1,15,306,3041.82,0.51,2523766784.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
541.6,2025-06-07 13:32:37,1,14,233,2978.51,0.69,2524377088.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
601.8,2025-06-07 13:33:37,1,16,218,2922.73,0.44,2501095424.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
662.1,2025-06-07 13:34:37,1,15,249,2876.16,0.42,2501332992.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
722.3,2025-06-07 13:35:37,1,16,235,2839.45,0.5,2506383360.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
782.4,2025-06-07 13:36:37,1,19,252,2800.13,0.49,2506227712.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
842.6,2025-06-07 13:37:38,1,18,288,2769.22,0.52,2506338304.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
902.8,2025-06-07 13:38:38,1,18,277,2743.85,0.5800000000000000,2506760192.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
963.0,2025-06-07 13:39:38,1,18,275,2722.81,0.54,2475098112.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1023.2,2025-06-07 13:40:38,1,20,280,2701.51,0.5800000000000000,2474934272.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1083.3,2025-06-07 13:41:38,1,20,318,2674.32,0.74,2475339776.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1143.5,2025-06-07 13:42:39,1,25,318,2655.43,0.38,2319151104.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1203.6,2025-06-07 13:43:39,1,24,367,2650.25,0.5800000000000000,2260787200.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1263.7,2025-06-07 13:44:39,1,28,338,2656.22,0.77,2256703488.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1323.9,2025-06-07 13:45:39,1,29,374,2665.63,0.8500000000000000,2258165760.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1384.0,2025-06-07 13:46:39,1,31,372,2708.06,1.08,2440818688.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1444.1,2025-06-07 13:47:39,1,30,365,2748.66,1.14,2440970240.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1504.3,2025-06-07 13:48:39,1,31,399,2761.55,1.15,2439786496.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1564.5,2025-06-07 13:49:39,1,27,379,2789.15,1.16,2440179712.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1624.7,2025-06-07 13:50:40,1,24,401,2780.21,1.06,2440052736.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1684.9,2025-06-07 13:51:40,1,19,355,2770.13,0.95,2433765376.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
1745.1,2025-06-07 13:52:40,1,18,295,2756.32,0.8700000000000000,2433556480.0,"1 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Adv,Agg, GB]",1,1,0,1,0,1,0,1,0,1
60.0,2025-06-07 13:56:38,2,30,208,6872.63,0.01,2384244736.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
120.2,2025-06-07 13:57:38,2,28,365,4459.56,1.05,2334474240.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
180.4,2025-06-07 13:58:38,2,18,319,3815.88,0.93,2308399104.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
240.6,2025-06-07 13:59:39,2,18,333,3247.37,0.72,2305716224.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
300.8,2025-06-07 14:00:39,2,20,324,2922.56,0.54,2306236416.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
360.9,2025-06-07 14:01:39,2,20,349,2742.95,0.5,2285428736.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
421.1,2025-06-07 14:02:39,2,20,357,2603.93,0.8300000000000000,2253651968.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
481.2,2025-06-07 14:03:39,2,15,359,2495.08,0.8200000000000000,2201591808.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
541.3,2025-06-07 14:04:39,2,14,282,2419.01,0.67,2201919488.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
601.5,2025-06-07 14:05:39,2,16,259,2359.85,0.54,2022576128.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
661.6,2025-06-07 14:06:40,2,15,291,2313.41,0.6500000000000000,1995198464.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
721.7,2025-06-07 14:07:40,2,16,275,2272.22,0.68,1995710464.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
782.0,2025-06-07 14:08:40,2,19,291,2237.68,0.6200000000000000,1995689984.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
842.1,2025-06-07 14:09:40,2,18,337,2208.52,0.67,2001154048.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
902.2,2025-06-07 14:10:40,2,18,326,2182.35,0.74,2001199104.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
962.4,2025-06-07 14:11:40,2,18,324,2157.61,0.77,2001424384.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1022.5,2025-06-07 14:12:40,2,20,320,2142.07,0.74,2006478848.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1082.6,2025-06-07 14:13:40,2,20,318,2149.15,0.77,2014973952.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1142.7,2025-06-07 14:14:41,2,25,362,2129.86,0.8200000000000000,2015391744.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1202.9,2025-06-07 14:15:41,2,24,403,2138.55,0.87,2099556352.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1263.1,2025-06-07 14:16:41,2,28,361,2156.98,0.98,2102702080.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1323.2,2025-06-07 14:17:41,2,29,373,2204.71,1.01,2161704960.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1383.5,2025-06-07 14:18:41,2,31,338,2270.78,1.08,2194915328.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1443.6,2025-06-07 14:19:41,2,30,402,2317.18,1.16,2192769024.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1503.7,2025-06-07 14:20:42,2,31,326,2381.12,1.22,2194300928.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1563.9,2025-06-07 14:21:42,2,27,377,2423.17,1.26,2194501632.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1624.2,2025-06-07 14:22:42,2,24,343,2456.05,1.1800000000000000,2194952192.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1684.3,2025-06-07 14:23:42,2,19,380,2449.25,1.05,2121101312.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
1744.4,2025-06-07 14:24:42,2,18,335,2428.17,0.8600000000000000,2125111296.0,"2 = [Review, Recom1, Inven1, Rev1, Recom, BookInfo, GB1, Inven, Agg, GB]",1,1,0,1,0,1,0,1,0,0
60.0,2025-06-07 15:22:14,3,30,21,145236.23,0.19,2363052032.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
120.2,2025-06-07 15:23:14,3,28,21,145236.23,0.27,2630492160.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
180.3,2025-06-07 15:24:14,3,21,21,145236.23,0.21,2229207040.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
240.4,2025-06-07 15:25:15,3,18,21,99807.06,0.22,2243874816.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
300.6,2025-06-07 15:26:15,3,20,32,73134.13,0.19,2248044544.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
360.7,2025-06-07 15:27:15,3,20,33,61648.2,0.2,2260090880.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
420.8,2025-06-07 15:28:15,3,20,45,50961.15,0.21,2265980928.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
481.0,2025-06-07 15:29:15,3,15,49,44414.1,0.23,2279124992.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
541.2,2025-06-07 15:30:15,3,14,40,40523.79,0.26,2285047808.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
601.3,2025-06-07 15:31:15,3,16,45,36921.05,0.21,2292285440.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
661.5,2025-06-07 15:32:16,3,15,56,33607.85,0.25,2300272640.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
721.6,2025-06-07 15:33:16,3,16,50,31357.65,0.24,2310336512.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
781.8,2025-06-07 15:34:16,3,19,59,29123.79,0.23,2317344768.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
842.1,2025-06-07 15:35:16,3,18,73,26974.29,0.23,2331664384.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
902.2,2025-06-07 15:36:16,3,18,90,24682.27,0.26,2338435072.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
962.4,2025-06-07 15:37:16,3,18,98,22496.47,0.28,2335875072.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1022.7,2025-06-07 15:38:17,3,20,132,20119.38,0.33,2336583680.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1083.0,2025-06-07 15:39:17,3,20,155,17968.56,0.36,2338586624.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1143.1,2025-06-07 15:40:17,3,25,162,16293.6,0.47,2339074048.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1203.4,2025-06-07 15:41:18,3,24,160,15227.29,0.41,2339139584.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1263.8,2025-06-07 15:42:18,3,28,182,14208.71,0.44,2339287040.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1323.9,2025-06-07 15:43:18,3,29,161,13704.48,0.4500000000000000,2342293504.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1384.0,2025-06-07 15:44:18,3,31,154,13349.96,0.42,2342248448.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1444.2,2025-06-07 15:45:18,3,30,150,13185.22,0.42,2345439232.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1504.4,2025-06-07 15:46:19,3,31,174,12833.62,0.51,2345418752.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1564.5,2025-06-07 15:47:19,3,27,174,12535.71,0.4100000000000000,2346475520.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1624.7,2025-06-07 15:48:19,3,24,170,12232.88,0.52,2346283008.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1684.9,2025-06-07 15:49:19,3,19,172,11855.57,0.51,2346405888.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
1745.2,2025-06-07 15:50:19,3,18,156,11552.53,0.43,2346598400.0,"3 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,1
60.0,2025-06-07 15:54:17,4,30,165,8949.14,0.28,2670268416.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
120.1,2025-06-07 15:55:17,4,28,204,7745.52,0.7300000000000000,2751631360.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
180.2,2025-06-07 15:56:17,4,21,176,7061.78,0.65,2123034624.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
240.5,2025-06-07 15:57:17,4,18,159,6676.48,0.49,2125357056.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
300.7,2025-06-07 15:58:18,4,20,157,6402.75,0.4600000000000000,2129854464.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
360.9,2025-06-07 15:59:18,4,20,174,6228.81,0.4700000000000000,2132643840.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
421.0,2025-06-07 16:00:18,4,20,173,6097.31,0.5,2132815872.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
481.2,2025-06-07 16:01:18,4,15,175,6016.32,0.43,2133274624.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
541.3,2025-06-07 16:02:18,4,14,139,5927.46,0.43,2133319680.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
601.5,2025-06-07 16:03:18,4,16,137,5825.76,0.44,2133852160.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
661.6,2025-06-07 16:04:19,4,15,143,5771.38,0.45,2133495808.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
721.9,2025-06-07 16:05:19,4,16,140,5714.3,0.47,2133839872.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
782.2,2025-06-07 16:06:19,4,19,148,5658.52,0.42,2133970944.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
842.3,2025-06-07 16:07:19,4,18,168,5620.36,0.4700000000000000,2134323200.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
902.4,2025-06-07 16:08:19,4,18,158,5604.18,0.4700000000000000,2117287936.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
962.5,2025-06-07 16:09:19,4,18,161,5585.32,0.48,2117451776.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1022.7,2025-06-07 16:10:20,4,20,169,5552.15,0.42,2117595136.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1082.8,2025-06-07 16:11:20,4,20,163,5569.08,0.44,2118094848.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1142.9,2025-06-07 16:12:20,4,25,163,5575.57,0.44,2118352896.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1203.2,2025-06-07 16:13:20,4,24,189,5633.48,0.51,2118512640.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1263.4,2025-06-07 16:14:20,4,28,165,5687.97,0.48,2119430144.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1323.6,2025-06-07 16:15:21,4,29,185,5799.52,0.52,2045624320.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1383.7,2025-06-07 16:16:21,4,31,187,5883.3,0.6300000000000000,2045763584.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1443.8,2025-06-07 16:17:21,4,30,208,5975.62,0.6100000000000000,1887993856.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1504.0,2025-06-07 16:18:21,4,31,190,6070.05,0.53,1990926336.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1564.1,2025-06-07 16:19:21,4,27,190,6167.09,0.5700000000000000,1991147520.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1624.2,2025-06-07 16:20:21,4,24,188,6203.18,0.51,1983496192.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1684.3,2025-06-07 16:21:21,4,19,158,6232.51,0.53,1983328256.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
1744.4,2025-06-07 16:22:21,4,18,163,6225.95,0.4600000000000000,1952075776.0,"4 = [Review, Recom1, Inven1, Recom, BookInfo, GB1, Inven, Agg, GB, Rev2]",1,1,0,1,0,0,1,1,0,0
60.0,2025-06-07 16:26:24,5,30,228,6377.89,0.1400000000000000,2300436480.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
120.2,2025-06-07 16:27:24,5,28,395,4017.0,1.07,2397597696.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
180.4,2025-06-07 16:28:24,5,18,339,3419.47,0.8400000000000000,1983520768.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
240.5,2025-06-07 16:29:24,5,18,291,3144.96,0.55,1983250432.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
300.7,2025-06-07 16:30:25,5,20,269,2990.73,0.48,2007547904.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
360.9,2025-06-07 16:31:25,5,20,313,2883.18,0.56,1996435456.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
421.0,2025-06-07 16:32:25,5,20,319,2789.75,0.5,1997148160.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
481.1,2025-06-07 16:33:25,5,15,313,2729.11,0.48,1997266944.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
541.2,2025-06-07 16:34:25,5,14,241,2688.72,0.55,1997438976.0,"5 = [Recom1, Inven1, Recom, BookInfo, GB1, Inven, Adv, Agg, GB]",1,1,0,1,0,0,0,1,0,1
